,University Admission year,Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?
448,2022,Male,19,2021,1,Yes,No,4,2,Offline,Yes,Yes,5,Basic,85,No,No,Yes,None,0,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,50000
449,2021,Male,22,2019,4,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,2,Data Science,Single,Yes,Family,No,9.25,No,8.5,39,50000
450,2021,Female,20,2020,4,Yes,No,1,1,Offline,Yes,No,2,Intermediate,100,No,No,No,Programming,0,Data Science,Single,No,Family,No,8.45,No,8.95,25,80000
451,2021,Male,21,2019,4,Yes,No,1,2,Online,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,9.45,No,9.75,49,40000
452,2019,Female,24,2016,10,No,No,4,2,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,2,Machine Learning,Single,No,Bachelor,No,8.5,No,8.75,106,20000
453,2019,Male,24,2017,10,No,No,2,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,5,Software,Single,Yes,Family,No,6.45,No,7.325,106,65000
454,2020,Male,21,2019,8,No,No,1,1,Online,Yes,Yes,1,Advance,85,No,No,Yes,Web development,1,NETWORKING,Relationship,No,Bachelor,Yes,9.9,No,9.25,85,25000
455,2021,Female,21,2020,3,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,88,No,No,No,Programming,2,Software,Single,No,Family,No,8.95,No,9.399999999999999,25,40000
456,2021,Male,20,2020,3,Yes,No,2,2,Online,Yes,Yes,4,Intermediate,99,No,No,Yes,Programming,2,Software,Relationship,Yes,Bachelor,No,9.475,No,9.775,23,50000
458,2021,Male,22,2020,4,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Web development,4,Software,Single,No,Bachelor,No,2.8000000000000003,No,4.699999999999999,32,60000
459,2021,Female,21,2019,3,Yes,Yes,4,3,Online,Yes,Yes,1,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Family,No,9.3,No,9.175,25,35000
460,2022,Male,20,2020,2,No,No,5,3,Offline,Yes,No,1,Basic,88,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,8.875,No,8.875,11,35000
461,2020,Female,22,2018,8,No,No,4,2,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,Software,Single,No,Family,No,7.075,No,7.05,65,25000
462,2022,Female,20,2020,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Networking,1,Software,Single,No,Family,Yes,9.7,No,9.7,11,35000
463,2022,Male,21,2020,2,Yes,No,1,1,Offline,Yes,Yes,4,Intermediate,90,No,No,No,Networking,2,Machine Learning,Single,Yes,Bachelor,Yes,10.0,No,10.0,12,25000
464,2020,Female,21,2019,8,No,Yes,3,1,Offline,Yes,Yes,3,Intermediate,97,No,No,No,Web development,1,Data Science,Single,Yes,Family,No,7.5,No,9.15,87,150000
465,2018,Male,26,2018,12,No,Yes,8,2,Online,Yes,Yes,2,Intermediate,90,Yes,Yes,Yes,Web development,5,Software,Single,Yes,Bachelor,No,6.1,No,6.1,90,20000
466,2021,Male,21,2020,3,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,98,No,No,Yes,Web development,1,Software,Single,No,Family,No,7.05,No,7.5,23,25000
467,2022,Female,21,2019,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,9.75,No,9.75,11,50000
468,2022,Male,21,2020,2,Yes,No,5,1,Online,Yes,Yes,12,Basic,98,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,8.325,No,8.325,12,62488
469,2022,Female,20,2020,2,No,No,3,3,Offline,Yes,Yes,2,Basic,97,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,9.25,No,9.25,11,35000
470,2022,Male,20,2020,2,Yes,Yes,4,2,Offline,Yes,No,3,Intermediate,90,No,No,Yes,Web development,1,Software,Single,Yes,Family,No,9.95,No,9.95,11,25000
471,2022,Female,21,2020,1,Yes,No,2,2,Offline,Yes,No,1,Basic,100,No,No,No,Web development,1,Software,Single,No,Bachelor,No,8.5,No,9.5,11,60000
472,2022,Male,22,2019,2,Yes,Yes,1,1,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,9.525,No,9.525,11,400000
473,2022,Female,23,2021,2,Yes,Yes,1,2,Offline,Yes,No,3,Intermediate,90,No,No,No,Web development,0,Software,Engaged,Yes,Family,Yes,9.925,No,9.925,11,25000
474,2022,Male,20,2020,2,Yes,Yes,8,2,Offline,Yes,Yes,8,Basic,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,8.325,No,8.325,12,30000
475,2021,Female,21,2020,3,Yes,No,3,1,Offline,Yes,No,3,Intermediate,70,No,No,Yes,Programming,5,Software,Single,No,Family,Yes,6.7,No,7.2250000000000005,23,15000
476,2021,Female,20,2019,2,No,No,3,2,Online,Yes,No,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,9.6,No,9.6,11,30000
477,2021,Female,20,2016,3,Yes,No,2,1,Offline,Yes,No,1,Advance,75,No,No,Yes,Programming,1,NETWORKING,Single,Yes,Family,No,8.85,No,9.225,25,20000
478,2021,Male,21,2020,3,No,No,2,2,Offline,Yes,Yes,3,Intermediate,88,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,4.45,No,7.875,20,25000
479,2021,Male,19,2020,3,Yes,Yes,2,1,Offline,Yes,Yes,3,Intermediate,90,No,No,No,Programming,1,NETWORKING,Single,Yes,Family,Yes,5.8,No,7.0,24,35000
480,2022,Male,20,2020,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Programming,2,Software,Single,No,Bachelor,No,10.0,No,10.0,11,50000
481,2022,Male,22,2019,1,No,No,2,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,Others,2,Software,Single,Yes,Family,Yes,0.0,No,0.0,0,62488
482,2022,Male,20,2020,2,No,No,5,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,9.5,No,9.5,12,20000
483,2021,Male,22,2019,5,No,Yes,0,0,Online,Yes,Yes,3,Basic,100,No,No,No,Web development,6,Software,Single,No,Family,No,5.2,No,7.275,49,30000
484,2022,Male,20,2020,2,No,No,2,3,Offline,Yes,No,1,Basic,95,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,7.625,No,7.625,12,25000
485,2022,Male,21,2020,2,Yes,Yes,3,2,Online,Yes,Yes,5,Advance,90,No,No,Yes,Programming,0,Software,Single,Yes,Family,No,8.625,No,8.625,12,30000
486,2022,Female,19,2020,1,No,Yes,1,2,Offline,Yes,No,3,Basic,98,No,No,No,None,2,Software,Single,No,Family,No,0.0,No,0.0,0,20000
487,2022,Male,20,2020,1,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,96,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,6.825,No,6.825,12,20000
488,2018,Male,22,2018,11,No,No,1,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,No,8.0,No,8.225,132,40000
489,2019,Female,20,2019,8,Yes,No,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,9.9,No,9.85,85,100000
490,2020,Male,22,2019,7,Yes,Yes,0,2,Offline,Yes,Yes,6,Intermediate,60,No,No,No,None,0,Software,Single,No,Family,No,8.9,No,9.225,87,40000
491,2022,Male,23,2019,1,Yes,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,No,Networking,1,Software,Single,No,Family,No,0.0,No,0.0,0,40000
492,2022,Female,19,2020,2,Yes,Yes,2,1,Offline,Yes,Yes,1,Basic,100,No,No,No,Programming,1,Software,Single,Yes,Family,No,9.725,No,9.725,11,70000
493,2022,Female,20,2020,1,Yes,Yes,2,1,Offline,Yes,No,7,Intermediate,100,No,No,Yes,Networking,1,Software,Single,Yes,Family,No,0.0,No,0.0,0,15000
494,2021,Female,26,2014,3,Yes,No,4,3,Offline,Yes,Yes,3,Basic,50,No,No,No,Programming,1,Software,Married,No,Family,No,9.725,No,8.4,23,80000
495,2022,Male,20,2020,2,Yes,Yes,3,1,Offline,Yes,Yes,2,Basic,10,No,No,No,Programming,1,Cyber Security,Single,No,Family,No,9.200000000000001,No,9.200000000000001,14,24000
497,2022,Male,19,2020,2,Yes,Yes,5,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,Programming,2,Software,Single,Yes,Family,No,7.325,No,7.325,11,35000
498,2022,Male,20,2020,2,Yes,No,4,3,Online,Yes,Yes,2,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,9.525,No,9.525,12,50000
499,2021,Female,19,2020,2,No,Yes,3,2,Offline,Yes,No,2,Intermediate,98,No,No,No,Programming,1,Software,Single,No,Family,Yes,8.425,Yes,8.425,11,25000
500,2022,Male,19,2020,2,Yes,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Programming,1,Others,Married,No,Family,No,8.125,No,8.125,10,62488
501,2022,Male,20,2020,2,Yes,No,3,2,Online,Yes,Yes,3,Basic,85,No,No,No,Programming,2,Artificial Intelligence,Single,No,Family,No,7.2250000000000005,No,7.2250000000000005,11,30000
502,2022,Male,22,2019,2,No,No,2,1,Offline,Yes,Yes,3,Basic,95,Yes,No,No,Web development,1,Software,Engaged,Yes,Bachelor,Yes,3.625,No,3.625,11,40000
503,2022,Male,20,2020,2,No,Yes,2,2,Offline,Yes,No,4,Intermediate,98,No,No,Yes,None,2,Software,Single,No,Family,No,9.325,No,9.325,11,35000
504,2022,Male,20,2020,2,Yes,No,2,2,Offline,Yes,Yes,1,Intermediate,92,No,No,No,Web development,4,Software,Single,No,Bachelor,No,7.95,No,7.95,11,25000
505,2018,Female,22,2017,12,No,Yes,5,2,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Web development,1,Software,Single,Yes,Family,No,8.75,No,9.25,100,30000
506,2022,Male,19,2020,2,Yes,No,1,1,Online,Yes,Yes,2,Basic,90,Yes,No,No,Programming,1,Software,Single,No,Bachelor,Yes,7.25,No,7.25,11,60000
507,2022,Male,18,2020,2,Yes,No,6,3,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Web development,2,Software,Single,No,Family,No,8.7,No,8.7,12,25000
508,2022,Male,20,2020,2,Yes,No,3,2,Offline,Yes,Yes,4,Basic,95,Yes,No,No,Web development,3,Web Development,Single,No,Family,No,9.0,No,9.0,11,25000
509,2021,Male,21,2019,2,No,No,2,3,Online,Yes,Yes,2,Basic,90,No,No,Yes,Web development,4,Software,Single,No,Bachelor,No,7.824999999999999,No,7.925,11,40000
510,2021,Male,21,2019,2,Yes,No,3,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.55,No,3.55,5,50000
511,2022,Male,19,2020,2,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,88,No,No,Yes,Web development,2,Software,Single,No,Family,No,7.824999999999999,No,7.824999999999999,11,40000
512,2022,Male,20,2020,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,9.625,No,9.625,12,30000
513,2022,Male,21,2020,2,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,9.0,No,9.0,11,35000
514,2022,Female,18,2020,2,Yes,No,2,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,8.85,No,8.85,11,14000
515,2022,Male,20,2020,2,Yes,No,1,1,Offline,Yes,Yes,4,Basic,88,No,No,No,Programming,3,Software,Single,No,Bachelor,No,8.85,No,8.875,11,62488
516,2022,Male,19,2020,2,No,No,3,2,Online,Yes,Yes,4,Intermediate,95,Yes,No,No,Programming,6,Software,Single,No,Bachelor,No,5.25,No,5.25,12,10000
517,2022,Male,20,2020,2,Yes,No,3,2,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,6.25,No,6.25,12,25000
518,2019,Male,24,2017,11,Yes,No,7,1,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,5,Software,Relationship,Yes,Bachelor,No,8.275,No,9.399999999999999,139,30000
519,2022,Male,21,2020,2,No,No,1,2,Online,Yes,Yes,4,Advance,85,No,No,Yes,Cyber security,0,Software,Single,No,Bachelor,No,9.375,No,9.375,12,50000
520,2021,Male,21,2020,2,Yes,No,6,3,Online,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,Software,Single,No,Bachelor,Yes,9.25,No,9.25,13,25000
521,2021,Male,21,2020,2,No,No,3,3,Online,Yes,Yes,1,Intermediate,97,No,No,Yes,Programming,3,Machine Learning,Single,No,Bachelor,Yes,8.75,No,8.75,13,33000
522,2020,Female,20,2019,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Basic,90,Yes,No,No,Programming,2,Hardware,Single,No,Family,No,9.25,No,9.25,11,60000
523,2022,Male,20,2020,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,70,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,8.100000000000001,No,8.100000000000001,11,40000
524,2019,Female,22,2018,11,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,Programming,1,Software,Single,No,Family,No,5.75,No,7.0,113,60000
525,2019,Female,22,2018,12,No,No,2,1,Offline,Yes,No,3,Intermediate,70,No,No,No,Web development,2,Machine Learning,Engaged,No,Family,No,9.675,No,9.0,141,70000
526,2020,Male,22,2020,3,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,37,No,No,Yes,Programming,1,Artificial Intelligence,Single,Yes,Family,No,8.100000000000001,Yes,8.75,27,25000
527,2021,Male,19,2020,2,No,No,3,2,Offline,Yes,No,3,Basic,85,No,No,No,Programming,2,Software,Single,No,Family,No,9.125,No,9.125,11,62488
528,2021,Male,21,2019,3,Yes,No,4,2,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,8.8,No,8.75,21,25000
529,2022,Male,20,2020,2,Yes,No,3,1,Offline,Yes,Yes,2,Basic,95,No,No,No,Programming,4,Software,Single,No,Bachelor,No,6.825,No,6.825,11,21000
530,2021,Male,24,2020,3,Yes,No,3,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,9.475,No,9.7,23,13000
531,2019,Female,23,2016,11,Yes,No,2,1,Offline,Yes,Yes,2,Basic,70,No,No,No,None,0,Software,Engaged,No,Bachelor,No,9.9,No,9.775,116,30000
532,2022,Female,20,2021,2,No,Yes,5,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,Web development,1,Software,Single,No,Family,No,7.875,No,7.875,11,60000
533,2022,Female,21,2020,2,No,Yes,7,2,Offline,Yes,No,1,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,8.5,No,8.5,12,15000
534,2019,Female,22,2018,11,No,Yes,2,2,Online,Yes,Yes,1,Intermediate,90,No,No,No,Web development,2,Software,Single,No,Family,No,8.725000000000001,No,8.475,126,20000
535,2022,Male,23,2020,2,No,Yes,6,2,Online,Yes,Yes,1,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,No,9.625,No,9.625,12,30000
536,2020,Male,21,2018,8,No,Yes,4,2,Offline,Yes,Yes,1,Intermediate,90,Yes,No,No,Web development,2,Software,Single,Yes,Family,No,5.05,No,6.0,71,35000
537,2021,Female,26,2014,3,Yes,No,5,3,Offline,Yes,Yes,3,Basic,50,No,No,No,Programming,2,Software,Married,No,Family,No,9.725,No,8.45,23,80000
538,2022,Male,22,2020,2,Yes,Yes,2,1,Online,Yes,Yes,2,Intermediate,90,No,No,Yes,None,3,Software,Single,No,Family,No,9.825000000000001,No,9.825000000000001,12,55000
539,2021,Female,20,2020,2,No,Yes,5,2,Offline,Yes,Yes,2,Basic,99,No,No,No,Programming,1,Machine Learning,Single,No,Family,No,9.75,No,9.75,11,20000
540,2022,Male,20,2020,2,Yes,Yes,3,3,Offline,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,8.675,No,8.675,12,30000
541,2022,Female,20,2019,2,No,Yes,2,2,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Others,1,Software,Single,Yes,Family,No,9.25,No,9.25,12,30000
542,2022,Male,20,2020,2,Yes,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,8.625,No,8.625,11,20000
543,2022,Male,22,2020,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,Programming,1,Software,Single,No,Family,No,9.325,No,9.325,11,100000
544,2021,Male,21,2019,3,Yes,Yes,4,4,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,Yes,9.325,Yes,9.200000000000001,26,35000
545,2022,Female,22,2020,2,Yes,Yes,3,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,9.125,No,9.125,11,20000
546,2022,Female,21,2020,2,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,8.625,No,8.625,11,35000
547,2022,Male,21,2020,2,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,6.45,No,6.45,11,35000
548,2021,Female,20,2020,3,Yes,No,4,2,Online,Yes,No,2,Advance,98,Yes,No,Yes,Programming,5,Software,Single,No,Bachelor,Yes,4.675000000000001,No,8.75,32,20000
549,2020,Male,21,2019,7,No,No,1,1,Offline,Yes,Yes,2,Intermediate,93,No,No,No,Web development,1,Software,Single,No,Family,No,6.7,No,7.875,77,40000
550,2020,Female,20,2019,7,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,98,No,No,Yes,Programming,3,Software,Single,Yes,Family,No,9.9,No,9.975000000000001,76,25000
551,2019,Male,22,2019,8,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,90,No,No,No,Web development,2,Software,Single,No,Family,Yes,9.200000000000001,No,9.325,84,62488
552,2019,Male,20,2019,9,Yes,No,5,2,Offline,Yes,Yes,10,Basic,50,Yes,No,No,Programming,2,Software,Married,Yes,Bachelor,No,8.375,No,5.75,90,50000
553,2019,Male,22,2017,9,No,Yes,4,2,Offline,Yes,Yes,4,Intermediate,90,No,No,Yes,Web development,6,Software,Single,Yes,Family,No,5.1,No,7.1499999999999995,93,50000
554,2020,Male,21,2019,8,Yes,Yes,0,1,Offline,Yes,Yes,2,Advance,95,No,No,No,Web development,1,Software,Single,No,Family,No,9.350000000000001,No,9.175,90,30000
555,2020,Female,21,2019,8,No,No,4,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,9.375,No,9.375,110,250000
556,2020,Female,22,2018,8,No,No,2,3,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,2,Data Science,Single,No,Bachelor,No,8.25,No,8.149999999999999,86,50000
557,2019,Male,23,2019,8,Yes,No,5,3,Offline,Yes,Yes,4,Intermediate,98,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Bachelor,Yes,9.3,No,8.625,90,25000
558,2019,Male,24,2018,8,No,No,4,2,Offline,Yes,Yes,3,Intermediate,88,No,No,Yes,Programming,2,Machine Learning,Single,Yes,Bachelor,No,8.025,No,8.55,85,40000
559,2020,Female,21,2018,7,Yes,Yes,1,1,Offline,Yes,Yes,3,Intermediate,97,No,No,No,None,0,Artificial Intelligence,Married,Yes,Family,No,9.1,No,9.125,76,60000
560,2020,Female,22,2018,8,Yes,Yes,3,1,Offline,Yes,Yes,5,Advance,90,No,No,No,Others,2,NETWORKING,Relationship,No,Family,Yes,7.1499999999999995,No,8.55,87,50000
561,2019,Male,22,2018,8,Yes,Yes,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,9.45,No,9.7,93,30000
562,2016,Male,24,2014,13,No,Yes,5,2,Offline,Yes,Yes,5,Basic,99,Yes,No,No,Software Development,2,Software,Single,Yes,Bachelor,No,6.65,No,6.8999999999999995,115,50000
563,2020,Female,21,2019,8,No,Yes,2,2,Offline,Yes,Yes,3,Advance,90,No,No,No,Programming,1,Software,Married,Yes,Family,No,7.6,No,7.175000000000001,85,100000
564,2020,Male,20,2019,8,No,No,1,1,Offline,Yes,Yes,4,Intermediate,80,No,No,No,Programming,1,Software,Single,No,Family,No,4.4,No,6.375,64,35000
565,2020,Male,22,2019,8,Yes,Yes,3,3,Online,Yes,Yes,2,Advance,98,No,No,Yes,Web development,2,Software,Single,No,Family,No,7.875,No,9.275,84,5000
566,2020,Male,22,2019,8,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,4,Software,Single,No,Bachelor,No,10.0,No,9.05,86,50000
567,2022,Female,20,2020,2,No,Yes,3,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,3,Software,Single,No,Family,No,8.95,No,8.95,14,45000
568,2022,Male,21,2019,1,No,Yes,6,2,Offline,Yes,Yes,2,Intermediate,88,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,8.5,No,8.5,11,30000
569,2020,Male,22,2019,8,No,Yes,2,1,Online,Yes,Yes,16,Advance,78,Yes,No,No,Programming,2,Software,Single,No,Family,Yes,6.1,No,6.925,76,30000
570,2020,Male,22,2019,7,Yes,Yes,6,3,Online,Yes,Yes,1,Advance,97,No,No,No,Web development,1,Software,Single,Yes,Family,No,9.85,No,9.775,75,40000
571,2018,Male,24,2016,10,Yes,No,3,1,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Others,0,Others,Single,Yes,Bachelor,Yes,7.5,No,7.125,90,50000
572,2020,Female,21,2019,8,Yes,Yes,1,1,Offline,Yes,Yes,3,Intermediate,85,No,No,No,Programming,1,Software,Engaged,No,Family,Yes,8.299999999999999,No,8.175,88,50000
573,2022,Male,22,2020,2,Yes,Yes,2,1,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,7.0,No,7.0,11,30000
574,2020,Female,22,2018,6,No,No,3,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development,2,Artificial Intelligence,Single,Yes,Bachelor,No,8.475,No,8.325,70,40000
575,2022,Male,20,2020,2,No,No,1,1,Online,Yes,No,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,10.0,No,10.0,12,40000
576,2017,Female,26,2013,11,Yes,Yes,1,1,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Networking,2,Hardware,Married,No,Family,No,8.0,No,8.6,117,40000
577,2020,Female,21,2019,7,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,88,No,No,Yes,Programming,1,Data Science,Single,Yes,Bachelor,No,8.275,No,7.25,70,20000
578,2018,Male,23,2017,14,No,Yes,5,2,Online,No,Yes,4,Intermediate,85,Yes,No,Yes,Web development,1,Software,Single,Yes,Family,No,7.4,No,7.65,136,20000
579,2022,Male,20,2020,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,9.200000000000001,No,9.200000000000001,11,35000
580,2022,Female,20,2018,2,No,Yes,4,2,Online,Yes,Yes,6,Basic,100,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,9.45,No,9.45,11,4000
581,2020,Male,21,2019,7,Yes,No,4,3,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,3,Software,Single,Yes,Bachelor,Yes,9.675,No,9.200000000000001,86,15000
582,2021,Male,21,2019,4,Yes,Yes,10,2,Offline,Yes,Yes,2,Basic,95,Yes,Yes,No,Programming,2,NETWORKING,Single,No,Family,No,6.7,No,6.175000000000001,25,40000
583,2022,Male,21,2020,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,9.75,No,9.75,11,20000
584,2018,Male,24,2017,13,No,No,2,1,Online,Yes,Yes,2,Advance,90,No,No,No,Web development,4,Hardware,Engaged,No,Family,No,6.625,No,7.425000000000001,130,62488
585,2020,Male,22,2019,8,No,No,2,1,Offline,Yes,Yes,3,Intermediate,87,No,No,No,Programming,1,Cyber Security,Single,No,Bachelor,No,8.225,No,9.125,100,100000
586,2020,Female,20,2019,8,No,Yes,3,2,Online,Yes,Yes,2,Intermediate,97,No,No,Yes,Web development,2,Machine Learning,Single,Yes,Family,No,7.8500000000000005,No,9.05,95,48400
587,2017,Male,24,2016,17,No,No,4,2,Offline,Yes,Yes,8,Intermediate,80,Yes,Yes,Yes,Web development,10,Software,Single,No,Family,Yes,7.875,No,8.475,140,30000
588,2020,Female,21,2019,8,Yes,Yes,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,3,Software,Single,No,Family,No,8.65,No,8.875,88,80000
589,2020,Female,22,2019,8,No,No,1,1,Online,Yes,Yes,3,Intermediate,99,No,No,Yes,Software Development,0,Software,Single,No,Family,No,8.299999999999999,No,7.925,85,40000
590,2020,Female,21,2019,7,Yes,Yes,3,1,Offline,Yes,Yes,4,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,8.025,No,8.4,76,25000
591,2022,Male,19,2020,2,Yes,No,5,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,4,Artificial Intelligence,Single,No,Bachelor,No,9.825000000000001,No,9.825000000000001,11,15000
592,2019,Male,24,2017,11,No,No,6,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,3,Software,Single,No,Family,No,9.85,No,9.399999999999999,130,40000
593,2021,Female,22,2021,3,No,No,4,2,Online,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,7.175000000000001,No,5.775,24,200000
594,2021,Male,21,2020,5,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,8.275,No,8.175,49,30000
595,2022,Female,19,2020,2,Yes,Yes,5,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,10.0,Yes,10.0,11,35000
596,2022,Male,20,2020,2,Yes,No,0,0,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,1,Software,Single,No,Bachelor,No,10.0,No,10.0,12,20000
597,2021,Male,20,2020,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,75,Yes,No,Yes,Programming,1,Machine Learning,Single,No,Bachelor,Yes,5.2,No,6.7,20,50000
